Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit,Latitude,Longitude
490,CA-2014-133753,9/6/2014,9/6/2014,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,Kelly Williams,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,Not,63.98,2,0.20,10.40,30.7235263,-95.5507771
491,CA-2014-133753,9/6/2014,9/6/2014,Second Class,CW-11905,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,Kelly Williams,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Not,70.37,2,0.20,6.16,30.7235263,-95.5507771
492,CA-2014-113362,9/14/2014,9/19/2014,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,Chuck Magee,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,Not,449.15,5,0.00,8.98,43.157285,-77.615214
493,CA-2014-113362,9/14/2014,9/19/2014,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,Chuck Magee,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,Not,11.07,3,0.00,5.09,43.157285,-77.615214
494,CA-2016-169166,9/5/2016,9/5/2016,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Not,93.98,2,0.00,13.16,47.6038321,-122.330062
495,US-2016-120929,3/18/2016,3/21/2016,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109,South,Cassandra Brandow,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,Not,189.88,3,0.40,-94.94,35.1460249,-90.0517638
496,CA-2015-134782,12/27/2015,12/31/2015,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701,South,Cassandra Brandow,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",Not,105.42,2,0.00,51.66,36.0625843,-94.1574328
497,CA-2016-126158,7/25/2016,7/31/2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,Anna Andreadi,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,Not,119.62,8,0.20,40.37,33.6633386,-117.903317
498,CA-2016-126158,7/25/2016,7/31/2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,Anna Andreadi,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Not,255.76,4,0.00,81.84,33.6633386,-117.903317
499,CA-2016-126158,7/25/2016,7/31/2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,Anna Andreadi,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,Not,241.57,2,0.20,18.12,33.6633386,-117.903317
500,CA-2016-126158,7/25/2016,7/31/2016,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,Anna Andreadi,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,Not,69.30,9,0.00,22.87,33.6633386,-117.903317
501,US-2016-105578,5/30/2016,5/30/2016,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Anna Andreadi,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,Yes,22.62,2,0.70,-15.08,39.5184514,-104.7612638
502,US-2016-105578,5/30/2016,5/30/2016,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Anna Andreadi,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,Yes,14.95,2,0.70,-11.96,39.5184514,-104.7612638
503,US-2016-105578,5/30/2016,5/30/2016,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Anna Andreadi,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,Yes,801.57,2,0.20,50.10,39.5184514,-104.7612638
504,US-2016-105578,5/30/2016,5/30/2016,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Anna Andreadi,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,Yes,2.38,3,0.70,-1.90,39.5184514,-104.7612638
505,US-2016-105578,5/30/2016,5/30/2016,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Anna Andreadi,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Yes,32.79,1,0.20,11.89,39.5184514,-104.7612638
506,CA-2017-134978,12/11/2017,12/11/2017,Second Class,EB-13705,Ed Braxton,Corporate,United States,New York City,New York,10024,East,Chuck Magee,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",Not,15.92,5,0.20,5.37,40.7127281,-74.0060152
507,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,Cassandra Brandow,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,Not,2.74,1,0.00,0.74,33.7489924,-84.3902644
508,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,Cassandra Brandow,OFF-AR-10003856,Office Supplies,Art,Newell 344,Not,8.34,3,0.00,2.17,33.7489924,-84.3902644
509,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,Cassandra Brandow,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,Not,46.74,3,0.00,11.69,33.7489924,-84.3902644
510,CA-2015-145352,3/16/2015,3/22/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,Cassandra Brandow,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Not,6354.95,5,0.00,3177.47,33.7489924,-84.3902644
511,CA-2017-135307,11/26/2017,11/27/2017,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,Kelly Williams,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,Not,126.30,3,0.00,40.42,39.2214765,-94.5719748
512,CA-2017-135307,11/26/2017,11/27/2017,First Class,LS-17245,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,Kelly Williams,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,Not,38.04,2,0.00,12.17,39.2214765,-94.5719748
513,CA-2016-106341,10/20/2016,10/23/2016,First Class,LF-17185,Luke Foster,Consumer,United States,Newark,Ohio,43055,East,Chuck Magee,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Not,7.15,3,0.20,0.72,40.0581205,-82.4012643
514,CA-2017-163405,12/21/2017,12/25/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-AR-10003811,Office Supplies,Art,Newell 327,Not,6.63,3,0.00,1.79,34.0536909,-118.242766
515,CA-2017-163405,12/21/2017,12/25/2017,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-AR-10001246,Office Supplies,Art,Newell 317,Not,5.88,2,0.00,1.71,34.0536909,-118.242766
516,CA-2017-127432,1/22/2017,1/27/2017,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,Anna Andreadi,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,Not,2999.95,5,0.00,1379.98,47.5048851,-111.29189
517,CA-2017-127432,1/22/2017,1/27/2017,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,Anna Andreadi,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,Not,51.45,3,0.00,13.89,47.5048851,-111.29189
518,CA-2017-127432,1/22/2017,1/27/2017,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,Anna Andreadi,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Not,11.96,2,0.00,5.38,47.5048851,-111.29189
519,CA-2017-127432,1/22/2017,1/27/2017,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,Anna Andreadi,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,Not,1126.02,3,0.00,56.30,47.5048851,-111.29189
520,CA-2015-157812,3/22/2015,3/26/2015,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,Kelly Williams,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Yes,18.39,1,0.20,5.29,29.7589382,-95.3676974
521,CA-2015-157812,3/22/2015,3/26/2015,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,Yes,129.57,2,0.20,-25.91,29.7589382,-95.3676974
522,CA-2015-157812,3/22/2015,3/26/2015,Standard Class,DB-13210,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Yes,14.11,9,0.80,-21.17,29.7589382,-95.3676974
523,CA-2017-145142,1/23/2017,1/25/2017,First Class,MC-17605,Matt Connell,Corporate,United States,Detroit,Michigan,48234,Central,Kelly Williams,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,Not,210.98,2,0.00,21.10,42.3315509,-83.0466403
524,US-2016-139486,5/21/2016,5/23/2016,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,Not,55.18,3,0.20,-12.41,34.0536909,-118.242766
525,US-2016-139486,5/21/2016,5/23/2016,First Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Not,66.26,2,0.00,27.17,34.0536909,-118.242766
526,CA-2015-158792,12/26/2015,2/1/2016,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,1841,East,Chuck Magee,OFF-FA-10002815,Office Supplies,Fasteners,Staples,Not,22.20,5,0.00,10.43,42.7070354,-71.1631137
527,CA-2017-113558,10/21/2017,10/26/2017,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,Cassandra Brandow,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,Not,683.95,3,0.20,42.75,28.0394654,-81.9498042
528,CA-2017-113558,10/21/2017,10/26/2017,Standard Class,PH-18790,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,Cassandra Brandow,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Not,45.70,3,0.20,5.14,28.0394654,-81.9498042
529,US-2015-138303,3/9/2015,7/9/2015,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,Not,36.34,3,0.20,-7.27,39.9527237,-75.1635262
530,US-2015-138303,3/9/2015,7/9/2015,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,Not,666.25,1,0.20,-149.91,39.9527237,-75.1635262
531,US-2015-138303,3/9/2015,7/9/2015,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Not,52.51,6,0.20,19.69,39.9527237,-75.1635262
532,CA-2015-102848,7/11/2015,9/11/2015,Second Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,Not,190.72,1,0.20,11.92,34.0536909,-118.242766
533,US-2017-129441,7/9/2017,11/9/2017,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,Not,47.94,3,0.00,2.40,34.0536909,-118.242766
534,CA-2016-168753,5/29/2016,5/29/2016,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,Cassandra Brandow,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,Not,979.95,5,0.00,274.39,32.3669656,-86.3006485
535,CA-2016-168753,5/29/2016,5/29/2016,Second Class,RL-19615,Rob Lucas,Consumer,United States,Montgomery,Alabama,36116,South,Cassandra Brandow,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,Not,22.75,5,0.00,11.38,32.3669656,-86.3006485
536,CA-2016-126613,10/7/2016,10/7/2016,Standard Class,AA-10375,Allen Armold,Consumer,United States,Mesa,Arizona,85204,West,Anna Andreadi,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,Not,16.77,2,0.20,1.47,33.4151005,-111.831455
537,US-2017-122637,3/9/2017,8/9/2017,Second Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,60653,Central,Kelly Williams,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",Not,42.62,7,0.80,-68.19,41.8755616,-87.6244212
538,CA-2015-147851,3/12/2015,8/12/2015,Standard Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10009,East,Chuck Magee,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,Not,10.75,4,0.20,3.36,40.7127281,-74.0060152
539,CA-2015-134894,7/12/2015,11/12/2015,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,Not,152.94,3,0.00,41.29,37.8367513,-87.5907631
540,CA-2015-134894,7/12/2015,11/12/2015,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Not,283.92,4,0.00,70.98,37.8367513,-87.5907631
541,CA-2014-140795,1/2/2014,3/2/2014,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,Kelly Williams,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,Not,468.90,6,0.00,206.32,44.5126379,-88.0125794
542,CA-2016-136924,7/14/2016,7/17/2016,First Class,ES-14080,Erin Smith,Corporate,United States,Tucson,Arizona,85705,West,Anna Andreadi,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,Yes,380.86,8,0.20,38.09,32.2228765,-110.974847
543,US-2015-120161,12/18/2015,12/23/2015,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Springfield,Ohio,45503,East,Chuck Magee,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,Not,646.78,9,0.20,-145.52,39.9234046,-83.810138
544,CA-2014-103849,11/5/2014,11/5/2014,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,Kelly Williams,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,Not,58.11,2,0.20,7.26,32.753177,-97.3327459
545,CA-2014-103849,11/5/2014,11/5/2014,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,Kelly Williams,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Not,100.79,1,0.20,6.30,32.753177,-97.3327459
546,CA-2014-103849,11/5/2014,11/5/2014,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,Kelly Williams,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Not,66.11,4,0.60,-84.29,32.753177,-97.3327459
547,CA-2017-162929,11/19/2017,11/22/2017,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,10035,East,Chuck Magee,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,Not,41.28,6,0.20,13.93,40.7127281,-74.0060152
548,CA-2017-162929,11/19/2017,11/22/2017,First Class,AS-10135,Adrian Shami,Home Office,United States,New York City,New York,10035,East,Chuck Magee,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,Not,13.36,2,0.00,6.41,40.7127281,-74.0060152
549,CA-2015-113173,11/15/2015,11/17/2015,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,Kelly Williams,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,Not,250.27,9,0.20,15.64,41.8755616,-87.6244212
550,CA-2015-113173,11/15/2015,11/17/2015,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,Kelly Williams,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,Not,11.36,3,0.80,-17.05,41.8755616,-87.6244212
551,CA-2015-113173,11/15/2015,11/17/2015,Second Class,DK-13225,Dean Katz,Corporate,United States,Chicago,Illinois,60653,Central,Kelly Williams,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,Not,8.72,5,0.20,-1.74,41.8755616,-87.6244212
552,CA-2016-136406,4/15/2016,4/17/2016,Second Class,BD-11320,Bill Donatelli,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,Not,1121.57,2,0.20,0.00,37.7792588,-122.4193286
553,CA-2017-112774,11/9/2017,12/9/2017,First Class,RC-19960,Ryan Crowe,Consumer,United States,Jacksonville,Florida,32216,South,Cassandra Brandow,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Not,34.50,1,0.20,6.04,30.3321838,-81.655651
554,CA-2017-101945,11/24/2017,11/28/2017,Standard Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,Not,10.82,3,0.20,2.57,29.7589382,-95.3676974
555,CA-2017-100650,6/29/2017,6/29/2017,Second Class,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804,West,Anna Andreadi,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,Not,1295.78,2,0.00,310.99,33.8347516,-117.911732
556,CA-2014-155852,3/3/2014,7/3/2014,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403,South,Cassandra Brandow,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,Not,19.46,4,0.20,3.40,34.2257282,-77.9447107
557,CA-2016-113243,10/6/2016,10/6/2016,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-LA-10001297,Office Supplies,Labels,Avery 473,Not,20.70,2,0.00,9.94,34.0536909,-118.242766
558,CA-2016-113243,10/6/2016,10/6/2016,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Not,1335.68,4,0.20,-217.05,34.0536909,-118.242766
559,CA-2016-113243,10/6/2016,10/6/2016,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,Not,32.40,5,0.00,15.55,34.0536909,-118.242766
560,CA-2017-118731,11/20/2017,11/22/2017,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,Not,42.60,3,0.00,16.61,37.7792588,-122.4193286
561,CA-2017-118731,11/20/2017,11/22/2017,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Not,84.06,7,0.20,27.32,37.7792588,-122.4193286
562,CA-2014-145576,9/14/2014,9/18/2014,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,Cassandra Brandow,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Not,13.00,5,0.20,1.30,27.9477595,-82.458444
563,CA-2014-145576,9/14/2014,9/18/2014,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,Cassandra Brandow,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,Not,13.13,3,0.20,3.77,27.9477595,-82.458444
564,CA-2015-130736,7/12/2015,9/12/2015,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",Not,3.96,2,0.00,0.00,47.6038321,-122.330062
565,CA-2015-130736,7/12/2015,9/12/2015,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-LA-10000634,Office Supplies,Labels,Avery 509,Not,2.61,1,0.00,1.20,47.6038321,-122.330062
566,CA-2017-137099,7/12/2017,10/12/2017,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008,West,Anna Andreadi,TEC-PH-10002496,Technology,Phones,Cisco SPA301,Yes,374.38,3,0.20,46.80,34.0536909,-118.242766
567,CA-2017-156951,1/10/2017,8/10/2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,Not,91.84,8,0.00,45.00,47.6038321,-122.330062
568,CA-2017-156951,1/10/2017,8/10/2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",Not,81.09,7,0.20,27.37,47.6038321,-122.330062
569,CA-2017-156951,1/10/2017,8/10/2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,Not,19.44,3,0.00,9.33,47.6038321,-122.330062
570,CA-2017-156951,1/10/2017,8/10/2017,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,Not,451.15,3,0.20,0.00,47.6038321,-122.330062
571,CA-2017-164826,12/28/2017,4/1/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-LA-10001297,Office Supplies,Labels,Avery 473,Not,72.45,7,0.00,34.78,40.7127281,-74.0060152
572,CA-2017-164826,12/28/2017,4/1/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,Not,13.96,4,0.00,6.42,40.7127281,-74.0060152
573,CA-2017-164826,12/28/2017,4/1/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,Not,33.26,7,0.20,11.23,40.7127281,-74.0060152
574,CA-2017-164826,12/28/2017,4/1/2018,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,Chuck Magee,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Not,14.85,3,0.00,4.01,40.7127281,-74.0060152
575,CA-2016-127250,3/11/2016,7/11/2016,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270,West,Anna Andreadi,OFF-AR-10003394,Office Supplies,Art,Newell 332,Not,8.82,3,0.00,2.38,48.0517429,-122.1768209
576,CA-2015-149713,9/18/2015,9/22/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Anna Andreadi,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,Not,160.72,14,0.00,78.75,33.7690164,-118.191604
577,CA-2015-149713,9/18/2015,9/22/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Anna Andreadi,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Not,19.92,4,0.00,9.76,33.7690164,-118.191604
578,CA-2015-149713,9/18/2015,9/22/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,Anna Andreadi,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,Not,7.30,2,0.00,2.19,33.7690164,-118.191604
579,CA-2017-118640,7/20/2017,7/26/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",Not,69.71,2,0.20,8.71,41.8755616,-87.6244212
580,CA-2017-118640,7/20/2017,7/26/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",Not,8.79,1,0.60,-5.71,41.8755616,-87.6244212
581,CA-2015-132906,10/9/2015,10/9/2015,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,Not,51.52,4,0.00,1.55,34.0536909,-118.242766
582,CA-2017-145233,1/12/2017,5/12/2017,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,Anna Andreadi,TEC-PH-10004977,Technology,Phones,GE 30524EE4,Not,470.38,3,0.20,52.92,39.7392364,-104.984862
